,reviews,date,clean_review,sentiment
565,"Amsterdam to Denpasar via Jakarta. Garuda Indonesia have got their act together offering a very competitive Business Class product. Have flown with them several times over past 18 months. Inflight service hard to fault, meal offerings are terrific and full flat bed on relatively new Boeing 777 aircraft comfortable. Garuda use KLM Business lounge in Amsterdam which is good. Also nice dealing with a real live person at their Melbourne office. This is a plus! There's usually a significant saving on Garuda business class fares compared to others. They're right up with the others and now fly to Amsterdam and the UK (Gatwick). But avoid the night time flight from Jakarta to Amsterdam via Singapore. It's a nightmare and adds a few hours. Fly direct to AMS if possible. Garuda seems to be going places.",2015-10-10,amsterdam denpasar via jakarta garuda indonesia get act together offering competitive business class product flown several time past 18 month inflight service hard fault meal offering terrific full flat bed relatively new boeing 777 aircraft comfortable garuda use klm business lounge amsterdam good also nice deal real live person melbourne office plus there usually significant save garuda business class fare compare others theyre right others fly amsterdam uk gatwick avoid night time flight jakarta amsterdam via singapore nightmare add hour fly direct am possible garuda seem go place,Positive
566,"Sydney to Amsterdam via Jakarta with Garuda Indonesia. Excellent service throughout the flights, and smooth check-in process. One of the best cabin staff service, and flight attendants were very attentive. Had a good sleep on CGK-AMS in excellent new Boeing 777. Excellent choice of meals. Indonesian set menu was the highlight. Unfortunately, GA still does not have online redemption service.",2015-10-08,sydney amsterdam via jakarta garuda indonesia excellent service throughout flight smooth checkin process one best cabin staff service flight attendant attentive good sleep cgkams excellent new boeing 777 excellent choice meal indonesian set menu highlight unfortunately ga still online redemption service,Positive
567,"Garuda Indonesia from Amsterdam to Sydney via Jakarta on the Boeing 777 was very comfortable. Cabin crew are the biggest stand out for this airline. Checki in was a disaster and chaotic to say the least. I paid money to fly business to be treated with priority which really wasn't catered for at Amsterdam check in. The lounge at Jakarta is atrocious compared to others. Highlight was definitely the lovely staff, truly exceptional.",2015-10-05,garuda indonesia amsterdam sydney via jakarta boeing 777 comfortable cabin crew big stand airline checki disaster chaotic say least paid money fly business treat priority really wasnt cater amsterdam check lounge jakarta atrocious compare others highlight definitely lovely staff truly exceptional,Positive
568,"This was not the first time I have flown with Garuda Indonesia. It was a pleasant journey flying with them from Singapore to Jakarta. The cabin crew were friendly and attentive from the moment you are on board until you leave. The entertainment system was in good working condition and meal was delicious. I would recommend flying with Garuda Indonesia, even on a short-haul flights.",2015-09-22,first time flown garuda indonesia pleasant journey fly singapore jakarta cabin crew friendly attentive moment board leave entertainment system good work condition meal delicious would recommend fly garuda indonesia even shorthaul flight,Positive
569,"I flew Garuda Indonesia GA88 from Jakarta to Amsterdam. It was an 14-hour nonstop flight and the experience was overall beyond expectation. Plane departed on time at 11 pm local time, and arrived in Amsterdam at 8 am, which is 30 minutes ahead on schedule. Cabin crew was attentive, they offered drinks and snack many times. Food was good yet the portion wasn't quite big.",2015-09-21,flew garuda indonesia ga88 jakarta amsterdam 14hour nonstop flight experience overall beyond expectation plane depart time 11 pm local time arrive amsterdam 8 30 minute ahead schedule cabin crew attentive offer drink snack many time food good yet portion wasnt quite big,Positive
570,"We arrived at Gatwick and as we walked up to Garuda Indonesia First class check in area we were approached by a lady holding a tablet with our names on it. This lady proceeded to take over the whole process and soon we were checked in, and escorted through the Premium security  to the No.1 Lounge where a sofa had been reserved for us. She said she would return to take us on board. The lounge was busy and noisy. I ordered some food from the bar and was told it would take 20 minutes, which after 40 minutes still hadn't arrived and yet after I went to inquire, it miraculously appeared. At about 40 minutes before departure our hostess re-appeared and escorted us to the gate. We were handed over to the cabin crew, welcomed and shown our seats. The seats were suites and very comfortable. Pre-departure champagne, warm nuts and a warm towel were the prelude to excellent in flight service, which culminated in a very tasty seared tuna and salad light meal accompanied by a very acceptable French white and another champagne. Descent came too quickly and before long we were disembarking, after a very enjoyable short hop. An excellent Garuda Indonesia experience.",2015-09-21,arrive gatwick walk garuda indonesia first class check area approach lady hold tablet name lady proceed take whole process soon checked escort premium security no1 lounge sofa reserve us say would return take us board lounge busy noisy order food bar told would take 20 minute 40 minute still hadnt arrive yet go inquire miraculously appear 40 minute departure hostess reappear escort us gate hand cabin crew welcome show seat seat suite comfortable predeparture champagne warm nut warm towel prelude excellent flight service culminate tasty sear tuna salad light meal accompany acceptable french white another champagne descent come quickly long disembark enjoyable short hop excellent garuda indonesia experience,Positive
571,"Haven't flown Garuda Indonesia for quite a few years and I was pleasantly surprised. They have lifted their game quite a lot. Perth-Bali leg is only 3.5 hrs long and was a morning flight. Attentive staff and easy flight in comfort. Bali-Seoul was an overnight flight of 7.5 hrs. Nice comfortable lie flat bed and room for me at 187cms. Slept well. Staff were excellent. Not my usual airline, but will happily fly them again, if needed. They do offer very competitive pricing on business class, so no reason not to fly them again.",2015-09-20,havent flown garuda indonesia quite year pleasantly surprised lift game quite lot perthbali leg 35 hr long morning flight attentive staff easy flight comfort baliseoul overnight flight 75 hr nice comfortable lie flat bed room 187cms slept well staff excellent usual airline happily fly need offer competitive pricing business class reason fly,Positive
572,"I only had a short flight from Denpasar to Singapore with Garuda Indonesia but had no issues with them. The staff were polite and friendly, check in was quick and easy, the food was good and the seats were relatively comfy for a short flight. There wasn't much in the way of entertainment (films and TV shows are not available for flights under 3 hours) but they had an interactive map to keep you out of mischief and on a shorter flight you'd not necessarily expect movies. I'd fly with them again, no complaints.",2015-09-19,short flight denpasar singapore garuda indonesia issue staff polite friendly check quick easy food good seat relatively comfy short flight wasnt much way entertainment film tv show available flight 3 hour interactive map keep mischief shorter flight youd necessarily expect movie id fly complaint,Positive
573,"Tried Garuda Indonesia as an alternative to the regular airlines on this route from Gatwick to Amsterdam. Would not let me check in on line for some reason, but gave me a receipt which I had to queue at the desk to exchange for boarding pass. Defeats the object of on line check in. Flight was fine, a snack and water served. Did not try IFE as only a 45 minute flight. Price was very good, and Garuda Indonesia will be a rival to established carriers on this route. The aircraft continues on to Indonesia.",2015-09-18,try garuda indonesia alternative regular airline route gatwick amsterdam would let check line reason give receipt queue desk exchange boarding pas defeat object line check flight fine snack water serve try ife 45 minute flight price good garuda indonesia rival establish carrier route aircraft continue indonesia,Positive
574,"Garuda Indonesia Boeing 777-300ER has great business class seats with a 1-2-1 layout and direct aisle access. Priority check in and priority immigration in Jakarta.  When I boarded I was offered welcome drinks before takeoff. The plane was clean, and I had booked a good seat. The meal options were very good. Both flight and ground crew were very professional and very warm. There was cabin WiFi with a good speed. I was charged US$21.95 for that which lasted the entire flight. Garuda Indonesia have improved the IFE, but music is definitely far behind. I'd like it more if there were ground staff at AMS to direct to the transit lounge for Business Class passengers.",2015-09-05,garuda indonesia boeing 777300er great business class seat 121 layout direct aisle access priority check priority immigration jakarta board offer welcome drink takeoff plane clean book good seat meal option good flight ground crew professional warm cabin wifi good speed charge us2195 last entire flight garuda indonesia improve ife music definitely far behind id like ground staff am direct transit lounge business class passenger,Positive
575,Top notch service by Garuda Indonesia cabin crew on flight from Jakarta to Surabaya. A really good meal and  IFE system with good variety of movies with English subtitles. Definitely fly Garuda Indonesia again!,2015-09-05,top notch service garuda indonesia cabin crew flight jakarta surabaya really good meal ife system good variety movie english subtitle definitely fly garuda indonesia,Positive
576,"Denpasar to Jakarta with Garuda Indonesia. Tried to check-in online the night before, but since we have an infant with us, I can't do it online. Called the Customer Service to try to reserved seats for us, they told me that for passengers with infant can't check in online, because they've allocated seats automatically by system, so I thought this is great. And today when we try to check-in at the airport, they put us on the back of the plane. I requested a better seats because the Customer Service told me that infant seats are reserved automatically, but in the end there's no such thing. Can't believe they lie to us. Another dissapoinment when it's time to board the plane, usually a 5 star airline will prioritize passengers with infant, but not this time. When I complain, they said that they can't see us, even though I was sitting not far from them. With such lousy service, they are clearly overpriced.",2015-09-04,denpasar jakarta garuda indonesia try checkin online night since infant us cant online call customer service try reserve seat us told passenger infant cant check online theyve allocate seat automatically system thought great today try checkin airport put us back plane request well seat customer service told infant seat reserve automatically end there thing cant believe lie us another dissapoinment time board plane usually 5 star airline prioritize passenger infant time complain say cant see us even though sit far lousy service clearly overprice,Positive
577,"After boarding one of Garuda Indonesia's fully kitted Boeings 737, I settled into a comfy emergency exit seat. The safety instruction video plays on the personal screen, and soon we were airborne. Then, as usual, after a few minutes the seat belt light switches off. This is when hilarity ensues: The flight attendants run with their carts through the aisle, tossing delicious and nicely packed snack packages left and right, skillfully in the laps of the surprised passengers. Halfway eating the first (of two) snacks, the captain's voice on the PA system: ""we are starting our descent"". Passengers find this quite funny, as the crew come running again with their carts, collecting the trash from whoever is fast enough to throw it in the cart. ""cabin crew, get ready for landing"". And we did. ""Ladies and gentlemen, welcome to Lombok"". The whole thing took about as long as it took you to read this. What an awesome cabin crew, these people get things done.",2015-08-29,boarding one garuda indonesia fully kitted boeings 737 settle comfy emergency exit seat safety instruction video play personal screen soon airborne usual minute seat belt light switch hilarity ensues flight attendant run cart aisle toss delicious nicely packed snack package left right skillfully lap surprised passenger halfway eat first two snack captain voice pa system start descent passenger find quite funny crew come run cart collect trash whoever fast enough throw cart cabin crew get ready land lady gentleman welcome lombok whole thing take long take read awesome cabin crew people get thing do,Positive
578,"DJB-CGK flight was delayed from 8.05 to 9.10 due to haze and later got delayed by 2 hours further without sufficient announcement given to passengers. This very short flight was alright, cabin was clean, cabin crew helpful, the snack was decent. The only thing is that we had to wait and go by bus to reach the terminal, which is a drawback considering it was scorching hot outside.",2015-08-24,djbcgk flight delayed 805 910 due haze later get delayed 2 hour without sufficient announcement give passenger short flight alright cabin clean cabin crew helpful snack decent thing wait go bus reach terminal drawback consider scorch hot outside,Positive
579,"Kind and very attentive staff looked after every need, and delivered a delightful experience. Just 8 first class seats in 1-2-1 layout, each seat converts to screened cabin. Large tv and noise cancelling headsets. Nice balance of programs for different cultures and live cable stations, free WiFi. The seat was prepared as a bed with the addition of a gel mattress, and a feather doona with full size pillows. We had a lovely onboard chef who prepared each meal. Only difficulty I had was the staff ability with precise English language. I might have been better served to have used Google translation to explain my dietary requirements rather than assumed a common understanding of ""vegetarian"". I smile to think about it now but all I was provided with was vegetables, my husband had delicious interesting standard choices and we enjoyed the wine list. Recommend this product for the comfortable bed, sweet staff and pampering on and off the aircraft.",2015-08-24,kind attentive staff look every need deliver delightful experience 8 first class seat 121 layout seat convert screen cabin large tv noise cancel headset nice balance program different culture live cable station free wifi seat prepared bed addition gel mattress feather doona full size pillow lovely onboard chef prepared meal difficulty staff ability precise english language might well serve use google translation explain dietary requirement rather assume common understand vegetarian smile think provide vegetable husband delicious interest standard choice enjoy wine list recommend product comfortable bed sweet staff pamper aircraft,Positive
580,"CGK-DJB  got delayed for 3.5 hours due to haze in arrival city. The information given to the passengers was less than sufficient. The permission to board was given after 2 hours of delay, but we still had to wait for more than an hour in the plane while waiting for other passengers to board  (I believe transferred from a later flight due to the delay). IFE was okay, several movies, TV series and music. Inflight snack was decent, with choices of beverage to accompany it. The service of the cabin crew is terrific.",2015-08-22,cgkdjb get delayed 35 hour due haze arrival city information give passenger less sufficient permission board give 2 hour delay still wait hour plane wait passenger board believe transfer later flight due delay ife okay several movie tv series music inflight snack decent choice beverage accompany service cabin crew terrific,Negative
581,"I flew return Melbourne to Denpasar in August - flight over was really comfortable - international plane, service was excellent, inflight entertainment great. Return flight - overnight - domestic plane, uncomfortable, entertainment system not working, not so friendly staff on flight. Check in staff both ways - excellent. Hard to overall rate this trip - 9 on one way and 4 the other",2015-08-21,flew return melbourne denpasar august flight really comfortable international plane service excellent inflight entertainment great return flight overnight domestic plane uncomfortable entertainment system work friendly staff flight check staff way excellent hard overall rate trip 9 one way 4,Positive
582,"It was enjoyable flight, except for delay because we was waiting for the aircraft to arrive from Bengkulu. Then, we were informed changing the waiting room from F5 to F6, because the aircraft arrived at the different gate. Quite messy, but the information was clear by ground staff. The inflight services were good.",2015-08-19,enjoyable flight except delay wait aircraft arrive bengkulu inform change wait room f5 f6 aircraft arrive different gate quite messy information clear ground staff inflight service good,Positive
583,"Flew Garuda Indonesia from CGK to BKK. Thanks to online check-in system, I reserved front economy seat. The flight was on-time and smooth. The ground and cabin staff was helpful, friendly with smiles. AVOD system was not that impressive, only featuring Indonesian and Asian movies. The hot meal was delicious but small.",2015-08-15,flew garuda indonesia cgk bkk thanks online checkin system reserve front economy seat flight ontime smooth ground cabin staff helpful friendly smile avod system impressive feature indonesian asian movie hot meal delicious small,Positive
584,"Flew on GA855 from Singapore to Surabaya. The aircraft arriving from Bali was delayed, resulted in our late departure. The IFE system was spoilt as the flight route still showing ""Surabaya to Bali"". We were unable to watch a movie or listen to music either. The meals were not tasty. I was disappointed.",2015-08-14,flew ga855 singapore surabaya aircraft arrive bali delayed result late departure ife system spoilt flight route still show surabaya bali unable watch movie listen music either meal tasty disappointed,Negative
585,Flew on GA854 back to Singapore. It was a morning flight and was quite empty. I flew on their newest B738 and the seat was comfortable. The crews were friendly serving all passengers and the breakfast was tasty as well.,2015-08-14,flew ga854 back singapore morning flight quite empty flew new b738 seat comfortable crew friendly serve passenger breakfast tasty well,Positive
586,"I flew with Garuda Indonesia from Denpasar, Bali to Jakarta. I flew the night flight. I finally had the chance to fly the Boeing 777 that usually Garuda use for international long haul flights. The service was really good from the beginning. I was bringing my bike to Jakarta. Garuda Indonesia has a 23 kg free policy for sportware. Upon checking in, the crew were very helpful, by taking care my bike and even put a fragile sticker on it. Upon boarding it was quite crowded but it went smoothly. The inflight entertainment is really good, they have a wide range of movies, TV shows, music, either international or local. The food is first class. I took the beef rendang. Cabin staff smiled and greeted us and were helpful, helping passengers with cabin luggage. Great service, great food, and great seat.",2015-08-10,flew garuda indonesia denpasar bali jakarta flew night flight finally chance fly boeing 777 usually garuda use international long haul flight service really good begin bring bike jakarta garuda indonesia 23 kg free policy sportware upon check crew helpful take care bike even put fragile sticker upon boarding quite crowd go smoothly inflight entertainment really good wide range movie tv show music either international local food first class take beef rendang cabin staff smile greet us helpful help passenger cabin luggage great service great food great seat,Positive
587,"Had a very enjoyable flight. The flight attendant were very nice and very friendly, aircraft was clean, comfortable seat, good legroom, had an inflight entertainment. Very satisfied with the service, overall had a great experience.",2015-08-08,enjoyable flight flight attendant nice friendly aircraft clean comfortable seat good legroom inflight entertainment satisfied service overall great experience,Positive
588,"Flew back to Bandung after a pleasant vacation in Bali. Aircraft with IFE although without sky interior. The hot meal was delicious, IFE content good although the touchscreen was not responsive. I hope could flew with Garuda again.",2015-08-08,flew back bandung pleasant vacation bali aircraft ife although without sky interior hot meal delicious ife content good although touchscreen responsive hope could flew garuda,Positive
589,"Got the first flight of the day, GA160. Check-in and baggage drop off was smooth thanks to the internet check-in system. The waiting room was a little bit crowded and I the seating was not enough for all flights since there were about 3 or 4 flight loads of passengers in the same room. A little bit disappointed that we had to take another bus to reach the aircraft. There is no AVOD at each seat, only overhead one. Departed on-time and overall the flight was very smooth. Flight attendants were very attentive and quick to do their job. The in-flight meal was changed to a mealbox since it was Ramadhan. It contained chicken fried rice and it was delicious. Flight arrived about 20 mins earlier than schedule in Padang. Another disappointment was that when waiting for baggage, ground staff took about 30 mins to deliver baggage. ",2015-08-04,get first flight day ga160 checkin baggage drop smooth thanks internet checkin system wait room little bit crowd seat enough flight since 3 4 flight load passenger room little bit disappointed take another bus reach aircraft avod seat overhead one depart ontime overall flight smooth flight attendant attentive quick job inflight meal change mealbox since ramadhan contain chicken fry rice delicious flight arrive 20 min earlier schedule padang another disappointment wait baggage ground staff take 30 min deliver baggage,Negative
590,"Up to 5 flights in Indoneisa in 10 days for business. All of them, at least, 30 min delay. This said, the service is great, from check in to arrival. FA's are the best along with Qatar. There is always a meal service in economy, even on a 50 min flight. Service with a smile. Personal TV on each seat. Blankets and pillows also available. Bags arrived in all sectors. Great airline.",2015-08-04,5 flight indoneisa 10 day business least 30 min delay say service great check arrival fa best along qatar always meal service economy even 50 min flight service smile personal tv seat blanket pillow also available bag arrive sector great airline,Positive
591,Melbourne to Denpasar return in late July / early August with my family of 4. Very enjoyable flight. The aircraft was clean and appeared to be reasonably new. The legroom in economy was fantastic and very surprising. The crew were attentive and pleasant to deal with. The only issue was the lack of Indonesian style meals being available. Overall very happy.,2015-08-02,melbourne denpasar return late july early august family 4 enjoyable flight aircraft clean appear reasonably new legroom economy fantastic surprising crew attentive pleasant deal issue lack indonesian style meal available overall happy,Positive
592,"I was on flight GA719 to Denpasar and GA718 to Melbourne in economy class. The seat was wide, good legroom, had an inflight entertainment system and was clean. Garuda gave us 2 hot meals, 2 snacks and drinks were given often over this 6hr flight. The flight attendants were nice and friendly, lavatories were spotless and a very friendly pilot. ",2015-07-28,flight ga719 denpasar ga718 melbourne economy class seat wide good legroom inflight entertainment system clean garuda give us 2 hot meal 2 snack drink give often 6hr flight flight attendant nice friendly lavatory spotless friendly pilot,Positive
593,"Recently flew for the first time with GA after 7 years ago from SUB-DPS-SYD and return with my family. GA operates B737-800 for the Domestic flights and A330-300 for the International flights. Three out of four flights departed and landed on time, except the SYD-DPS sector which had to be diverted to SUB due to the closure of Ngurah Rai International Airport in Denpasar which was covered by Volcanic Ash. Even though SYD-DPS had to be diverted to SUB (our hometown), we were unable to end our journey in SUB, but had to fly to DPS since our itinerary was SYD-DPS-SUB. Fortunately, Bali's airport was re-opened about an hour after we landed in SUB, thus we all could fly to Bali. Our flight from DPS-SUB also was delayed by two hours, sadly a piece of our luggage did not arrive in SUB. All Check-in process at three airports was quick. Priority boarding went smoothly. In-flight services were fabulous, FA's were friendly and helpful. Meals were served course by course and were prepared by an On-board Chef.",2015-07-24,recently flew first time ga 7 year ago subdpssyd return family ga operates b737800 domestic flight a330300 international flight three four flight depart land time except syddps sector divert sub due closure ngurah rai international airport denpasar cover volcanic ash even though syddps divert sub hometown unable end journey sub fly dp since itinerary syddpssub fortunately bali airport reopen hour land sub thus could fly bali flight dpssub also delayed two hour sadly piece luggage arrive sub checkin process three airport quick priority boarding go smoothly inflight service fabulous fa friendly helpful meal serve course course prepared onboard chef,Positive
594,"Due to activity of mountain Raung in East Java our plane from Jakarta to Denpasar Bali had to be diverted to Lombok Island, the smoke from the mountain was blowing toward Bali and Denpasar airport needed to close down. We were flying with GA 404 on July 22 2015. The ground crew were not able to give us the further information. Fortunately we were able to take off after waiting 7 hours at Lombok airport. Amazingly the air crew still provided us with food even though it was only a 30 minute flight. ",2015-07-24,due activity mountain raung east java plane jakarta denpasar bali divert lombok island smoke mountain blowing toward bali denpasar airport need close fly ga 404 july 22 2015 ground crew able give us information fortunately able take wait 7 hour lombok airport amazingly air crew still provide us food even though 30 minute flight,Neutral
595,"My wife and I travel to Bali regularly and this time we were coming home after a cruise. Due to traffic in London we arrived 15 mins before the flight to Jakarta took off, the gates were closed for this flight, but by sheer luck the Garuda Supervisor was still at the desk. We could not thank him enough for his assistance in getting us on our flight back to Australia. We have great faith in this airline and would recommend it to anyone who was thinking of flying Garuda. Excellent airline and the service cannot be faulted.",2015-07-23,wife travel bali regularly time come home cruise due traffic london arrive 15 min flight jakarta take gate close flight sheer luck garuda supervisor still desk could thank enough assistance get us flight back australia great faith airline would recommend anyone think fly garuda excellent airline service fault,Positive
596,"Flew with GA334 on 16 July. Bad luck for me, I got Boeing 738 without IFE. Crew served hot meal, although the flight under 2 hours. It was pleasant flight.",2015-07-16,flew ga334 16 july bad luck get boeing 738 without ife crew serve hot meal although flight 2 hour pleasant flight,Positive
597,"Only 4 pax onboard in business Class, get personal flight attandants for this segment, and had a great experience breakfasting during this flight. Bit boring during flight waiting for Maghrib time, and FA helped with nice conversation. Food and beverages was great and tasty. Overall had a great experience.",2015-07-15,4 pax onboard business class get personal flight attandants segment great experience breakfasting flight bit boring flight wait maghrib time fa help nice conversation food beverage great tasty overall great experience,Positive
598,"Bali Denpasar to Jakarta, Boeing 737-800. Aircraft in decent shape with IFE on each seat back. Was surprised to get a full meal on such a short flight (1 hour 45 min). Staff was friendly and efficient but not sure I understand the 5 Star ranking. We were delayed due to volcano and despite four hours standing in line, Garuda still got us to Jakarta same afternoon, which seemed a small miracle.",2015-07-12,bali denpasar jakarta boeing 737800 aircraft decent shape ife seat back surprised get full meal short flight 1 hour 45 min staff friendly efficient sure understand 5 star rank delayed due volcano despite four hour stand line garuda still get us jakarta afternoon seem small miracle,Positive
599,"KOE-SUB, GA449, 27 June. Very polite crew members. The aircraft's In-flight entertainment was quite ok but still need to improve the touch screen. The seat on B737-800NG was comfortable enough. Overall a very pleasant experience and it's always a pleasure to fly Garuda Indonesia.",2015-07-03,koesub ga449 27 june polite crew member aircraft inflight entertainment quite ok still need improve touch screen seat b737800ng comfortable enough overall pleasant experience always pleasure fly garuda indonesia,Positive
600,"Seated in 25G where it is a small economy cabin section. Seat pitch and width are very comfortable as the seat in economy was configured 3-3-3 which is good for both short and long haul flights. The beverage and meal service are good considering it is a short flight. The Inflight entertainment system is responsive and power plugs are available. The cabin crew were friendly, polite and attentive.",2015-07-01,seat 25g small economy cabin section seat pitch width comfortable seat economy configure 333 good short long haul flight beverage meal service good consider short flight inflight entertainment system responsive power plug available cabin crew friendly polite attentive,Positive
601,"Back on the same plane as the LGW-AMS leg and in the same seat.  Service was good and fast - polite cabin crew dressed in traditionally inspired uniform, seats decorated batik style and food was a choice between Indonesian or Western - with plenty of Bintang available. I was lucky and had three seats to myself. Crew didn't take away the spare pillows and blankets so I was left with a comfortable semi bed! Good range of international programming ranging from Chinese to Western to Indonesian on the VOD systems Enjoyable flight with this phoenix of an airline - strange to think it's gone from Indonesia airlines being banned in the EU to a 5 Star rated airline! Sandwiches and crips were available in the galley throughout the flight if you felt peckish - quite a nice touch!",2015-06-28,back plane lgwams leg seat service good fast polite cabin crew dress traditionally inspire uniform seat decorate batik style food choice indonesian western plenty bintang available lucky three seat crew didnt take away spare pillow blanket left comfortable semi bed good range international program range chinese western indonesian vod system enjoyable flight phoenix airline strange think go indonesia airline ban eu 5 star rat airline sandwich crips available galley throughout flight felt peckish quite nice touch,Positive
602,"Short and sweet flight but still high quality service from Garuda. Drink and snack (hot savory pastry and cake with bottle of water) for this 40 minute flight. Only annoyance was that despite the fact I was on the same plane for the AMS-CGK leg I had to get off with everything - only to reboard one hour later back to the same seat. Good introduction to Garuda though, left me keen for the next leg!",2015-06-28,short sweet flight still high quality service garuda drink snack hot savory pastry cake bottle water 40 minute flight annoyance despite fact plane amscgk leg get everything reboard one hour later back seat good introduction garuda though left keen next leg,Positive
603,"Boeing 777 clean and spacious, 3-3-3 seat configuration. Friendly and polite flight attendants. Boarding at Jakarta was organized, old/disabled/family with young children got priority boarding. Entertainment excellent, feature films including some Indonesian titles. Screen a little non sensitive though, the Boeing 737 of Garuda had better touch screen. The downside of the flight was the food.  The lavatory was clean and amenities well stocked. Wifi connection was onboard for a charge of 12 USD. Didn't try it.",2015-06-23,boeing 777 clean spacious 333 seat configuration friendly polite flight attendant boarding jakarta organize olddisabledfamily young child get priority boarding entertainment excellent feature film include indonesian title screen little non sensitive though boeing 737 garuda well touch screen downside flight food lavatory clean amenity well stock wifi connection onboard charge 12 usd didnt try,Positive
604,"Fantastic cabin crew who are more than happy to help. Our flight was 50 minutes (LGW-AMS) and  I wish it was a lot longer! The seats are very comfortable, legroom is good and cabin interior feels bright and airy. ",2015-06-18,fantastic cabin crew happy help flight 50 minute lgwams wish lot longer seat comfortable legroom good cabin interior feel bright airy,Positive
605,"A month before, our flight GA-713, SYD to Denpasar was diverted to Jakarta instead of Denpasar without reason, there was no connecting flight to Denpasar that day so we were told we'd have to find accommodation in Jakarta at our own expense until the morning flight. Garuda did offer an alternative, they'd pay to put us on a domestic
flight to Melbourne to connect with GA-719 so we took it. The flight was disgraceful, the cabin temp was hot and stuffy and even after multiple complaints by passengers the cabin crew did nothing about it. Service was slow, waiting over 30 minutes for someone to come was appalling, some passenger call lights were on the entire journey
without ever being acknowledged. When the lunch service arrived the food was cold, the so called cold beverages were at room temperature. They ran out of ice 2 hours into the flight. The return flight GA-714 was an overnighter, we were kept at the gate for 20 minutes with no explanation. Being an overnighter most people wanted to sleep, for whatever reason they left the cabin lights on. For reasons beyond any comprehension they had a drinks service at 1am when most passengers were sleeping.",2015-06-12,month flight ga713 syd denpasar divert jakarta instead denpasar without reason connect flight denpasar day told wed find accommodation jakarta expense morning flight garuda offer alternative theyd pay put us domestic flight melbourne connect ga719 take flight disgraceful cabin temp hot stuffy even multiple complaint passenger cabin crew nothing service slow wait 30 minute someone come appal passenger call light entire journey without ever acknowledge lunch service arrive food cold call cold beverage room temperature ran ice 2 hour flight return flight ga714 overnighter kept gate 20 minute explanation overnighter people want sleep whatever reason left cabin light reason beyond comprehension drink service 1am passenger sleep,Negative
606,GA 330 CGK-SUB on 21st May 2015. Flying economy this time seat 35K. I arrived early and the boarding process was hassle-free although the gate was changed without prior notice. When I asked about the gate for my flight the officers looked confused stiff and uninterested. The sign in front of the boarding room did not even mention when the boarding gate is going to be opened so I had to wait outside. Flight was delayed for a good 30 minutes. The boarding was pretty plain and straightforward. There's this habit of GIA in assigning the passengers on the configuration of 1-0-1 leaving the middle seat empty until there is no aisle and window seats left which is a great thing in my opinion. The cabin crews looked tired. The snack was alright edible stone hard cookie alright bread with chicken filling mineral water and some fruit juice. The IFE was decent unfortunately though there's this buzzing noise every time the cabin crew do an announcement. Overall there is rooms for improvement.,2015-05-27,ga 330 cgksub 21st may 2015 fly economy time seat 35k arrive early boarding process hasslefree although gate change without prior notice ask gate flight officer look confuse stiff uninterested sign front boarding room even mention boarding gate go open wait outside flight delayed good 30 minute boarding pretty plain straightforward there habit gia assign passenger configuration 101 leave middle seat empty aisle window seat left great thing opinion cabin crew look tire snack alright edible stone hard cookie alright bread chicken fill mineral water fruit juice ife decent unfortunately though there buzzing noise every time cabin crew announcement overall room improvement,Positive
607,I flew CGK-KNO last Christmas and returned 2 days past new year. The check in was smooth and quick because of the silver gff check in counter. But in the non-gff counter it was so crowded. The outbound flight was good even though a little bit delayed with attentive crew and a clean interior. Breakfast was ordinary with omelette and fried rice option. The inbound flight was not really delayed around 15-20 minutes late. An old 738 plane with landor livery. But as usual good and friendly crew although interior was a bit old and the lavatory isn't as clean as the newer ones. Overall Garuda is a great choice to fly with.,2015-05-27,flew cgkkno last christmas return 2 day past new year check smooth quick silver gff check counter nongff counter crowd outbound flight good even though little bit delayed attentive crew clean interior breakfast ordinary omelette fry rice option inbound flight really delayed around 1520 minute late old 738 plane landor livery usual good friendly crew although interior bit old lavatory isnt clean newer one overall garuda great choice fly,Positive
608,GA 331 SUB-CGK on 23rd May 2015. Different from the first leg this flight was extremely enjoyable. The check in was as smooth as melted butter. The boarding and departure was uneventful and on time. The cabin crews were attentive lively and polished. They gave me 2 pieces of bread which were delicious. The flight was practically empty so I had a row for myself I could lean back straighten my legs watching a movie while enjoying a cup of hot tea. Landed smoothly. I booked an economy class but they gave me a first class experience.,2015-05-25,ga 331 subcgk 23rd may 2015 different first leg flight extremely enjoyable check smooth melt butter boarding departure uneventful time cabin crew attentive lively polished give 2 piece bread delicious flight practically empty row could lean back straighten leg watch movie enjoy cup hot tea land smoothly book economy class give first class experience,Positive
609,KUL-CGK-KUL (GA821/818). Flew last April on Economy with the entire family (2 kids and 2 adults). Check-in was brief and smooth. As we boarded the plane we were greeted with friendly smiles by the flight attendants. They were helpful with the kids and carry-on bags. The two kids were given toys (a stuffed animal and a car) which is a rare offerings these days especially on a short haul flight. Seats and catering were very good. We can say the same for the in-flight entertainment cabin ambience and cleanliness. Overall we are pleased with the service and will fly with Garuda again!,2015-05-20,kulcgkkul ga821818 flew last april economy entire family 2 kid 2 adult checkin brief smooth board plane greet friendly smile flight attendant helpful kid carryon bag two kid give toy stuffed animal car rare offering day especially short haul flight seat catering good say inflight entertainment cabin ambience cleanliness overall pleased service fly garuda,Positive
